CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS	MINDATE	MINDATE_SHLI	MINDATE_SHOU	FTRD_SHLI	ENDDATE
PV2	CTCP Đầu tư PV2	Pvi Investment And Development Jsc	HNX	Financials	2010/12/16	18250708	2010/12/16	12500	2010/12/16	18250708		18250708	2099/12/31
PVA	CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An	Petrovietnam Nghe An Construction Jsc	HNX	Industrials	2008/12/03	4500000	2008/12/12	13900	2008/12/12	4500000		4500000	2099/12/31
PVC	Tổng CT Dung dịch Khoan và Hoá phẩm Dầu khí - CTCP	Drilling Mud Corp	HNX	Oil & Gas	2007/11/15	12000000	2007/11/15	170000	2007/11/15	12000000		12000000	2099/12/31
PVD	Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí	Petrovietnam Drilling & Well Services Jsc	HSX	Oil & Gas	2006/11/15	68000000	2006/12/05	130000	2006/12/05	68000000		68000000	2099/12/31
PVE	Tổng công ty Tư vấn Thiết kế Dầu khí- CTCP	Petrovietnam Investment Consultancy and Engineering Jsc	HNX	Oil & Gas	2008/01/02	3451996	2008/01/02	124000	2008/01/02	3451996		3451996	2099/12/31
PVF	Tổng Công ty Tài chính Cổ phần Dầu khí Việt Nam	Petrovietnam Finance Jsc	HSX	Financials	2008/10/16	500000000	2008/11/03	24000	2008/11/03	500000000		500000000	2013/09/23
PVG	CTCP Kinh doanh Khí hoá lỏng Miền Bắc	Petrovietnam Northern Gas Jsc	HNX	Utilities	2009/01/07	26617000	2009/01/07	11300	2009/01/07	26617000		26617000	2099/12/31
PVI	CTCP PVI	PVI Holdings	HNX	Financials	2007/08/10	50000000	2007/08/10	91900	2007/08/10	50000000		50000000	2099/12/31
PVL	CTCP Địa ốc Dầu khí	Petrovietnam Power Land Jsc	HNX	Financials	2010/04/15	50000000	2010/04/15	31600	2010/04/15	50000000		50000000	2099/12/31
PVR	Công ty CP Kinh doanh Dịch vụ cao cấp Dầu khí Việt Nam	PetroVietnam Premier Recreation Jsc	HNX	Financials	2010/06/21	30000000	2010/06/21	28900	2010/06/21	30000000		30000000	2099/12/31
PVS	Tổng CTCP Dịch vụ Kỹ thuật Dầu khí Việt Nam	Petrovietnam Technical Services Corp	HNX	Oil & Gas	2007/09/20	100000000	2007/09/20	126000	2007/09/20	100000000		100000000	2099/12/31
PVT	Tổng CTCP Vận tải Dầu khí	Petrovietnam Transportation Corp	HSX	Industrials	2007/11/27	72000000	2007/12/10	96000	2007/12/10	72000000		72000000	2099/12/31
PVV	CTCP Đầu tư Xây dựng Vinaconex - PVC	Vinaconex - Pvc Construction Investment Jsc	HNX	Industrials	2010/09/09	4500000	2010/09/09	39900	2010/09/09	4500000		4500000	2099/12/31
PVX	Tổng CTCP Xây lắp Dầu khí Việt Nam	Petrovietnam Construction Jsc	HNX	Industrials	2009/08/19	150000000	2009/08/19	27000	2009/08/19	150000000		150000000	2099/12/31
PX1	Xi măng Dầu khí 12/9	Petrovietnam Cement 12/9 Jsc	UPC	Industrials	2010/12/01	20000000	2010/12/01	0	2010/12/01	20000000		20000000	2099/12/31
PXA	CTCP Đầu tư & Thương mại Dầu khí Nghệ An	Petrovietnam - Nghe An Investment & Trading Jsc	HNX	Financials	2011/02/22	10800000	2011/02/22	13500	2011/02/22	10800000		10800000	2099/12/31
PXI	CTCP Xây dựng công nghiệp & dân dụng dầu khí	Petroleum Industrial and Civil Construction Jsc	HSX	Industrials	2010/06/07	30000000	2010/06/21	28900	2010/06/21	30000000		30000000	2099/12/31
PXL	CTCP đầu tư Xây dựng Thương mại dầu khí – Idico	Petrovietnam – Idico Long Son Industrial Park Investment Jsc 	HSX	Financials	2010/11/12	82722212	2010/12/09	14400	2010/12/09	82722212		82722212	2099/12/31
PXM	CTCP Xây lắp Dầu khí Miền Trung	Mientrung Petroleum Construction Jsc	HSX	Industrials	2010/06/10	15000000	2010/06/21	22300	2010/06/21	15000000		15000000	2099/12/31
PXS	CTCP Kết cấu Kim loại và Lắp máy Dầu khí	Petroleum Equipment Assembly and Metal Structure Jsc	HSX	Industrials	2010/05/27	20000000	2010/06/02	25600	2010/06/02	20000000		20000000	2099/12/31
PXT	CTCP Xây lắp Đường ống Bể chứa Dầu khí	Petroleum Pipeline and Tank Construction Jsc	HSX	Industrials	2010/05/24	20000000	2010/06/01	25600	2010/06/01	20000000		20000000	2099/12/31
QCC	CTCP Xây lắp và Phát triển Dịch vụ Bưu điện Quảng Nam	Quangnam Post – Telecoms Construction And Services Corporation	HNX	Industrials	2010/10/06	1500000	2010/10/06	16200	2010/10/06	1500000		1500000	2099/12/31
QCG	CTCP Quốc Cường Gia Lai	Quoc Cuong Gia Lai Jsc	HSX	Financials	2010/07/27	60157495	2010/08/09	45500	2010/08/09	60157495		60157495	2099/12/31
QHD	CTCP Que hàn Điện Việt Đức	Viet- Duc Welding Electrode Jsc	HNX	Industrials	2010/04/22	2742270	2010/04/22	70000	2010/04/22	2742270		2742270	2099/12/31
QNC	CTCP Xi măng và Xây dựng Quảng Ninh	Quang Ninh Construction And Cement Jsc	HNX	Industrials	2008/01/17	12500000	2008/01/17	53000	2008/01/17	12500000		12500000	2099/12/31
QST	CTCP Sách và Thiết bị Trường học Quảng Ninh	Quang Ninh Book And Educational Equipment Jsc	HNX	Consumer Services	2009/02/16	1350000	2009/02/16	20300	2009/02/16	1350000		1350000	2099/12/31
QTC	CTCP Công trình Giao thông Vận tải Quảng Nam	Quang Nam Transportation Construction Jsc	HNX	Industrials	2009/01/16	1200000	2009/01/16	16000	2009/01/16	1200000		1200000	2099/12/31
RAL	CTCP Bóng đèn Phích nước Rạng Đông	Rangdong Light Source And Vacuum Flask Jsc	HSX	Consumer Goods	2006/10/23	7915000	2006/12/06	86000	2006/12/06	7915000		7915000	2099/12/31
RCL	CTCP Địa ốc Chợ Lớn	Cholon Real Estate Jsc	HNX	Financials	2007/06/14	1500000	2007/06/14	181500	2007/06/14	1500000		1500000	2099/12/31
RDP	CTCP Nhựa Rạng Đông	Rangdong Plastic Jsc	HSX	Basic Materials	2009/08/21	11500000	2009/09/22	18000	2009/09/22	11500000		11500000	2099/12/31
REE	CTCP Cơ điện lạnh	Refrigeration Electrical Engineering Corporation 	HSX	Industrials	2000/07/18	15000000	2000/07/28	16000	2000/07/28	15000000		15000000	2099/12/31
REM	Công ty cổ phần Tu bổ di tích Trung ương	Viet Nam Jsc For Restoration Of Monuments & Cultural Equipment	UPC	Industrials	2010/02/22	1148600	2010/02/22	0	2010/02/22	1148600		1148600	2099/12/31
RHC	CTCP Thuỷ điện Ry Ninh II	Ry Ninh Ii Hydroelectric Jsc	HNX	Utilities	2006/06/15	3200000	2006/06/15	45000	2006/06/15	3200000		3200000	2013/12/10
RIC	CTCP Quốc tế Hoàng Gia	Royal International Corporation	HSX	Consumer Services	2007/07/23	8589119	2007/07/31	174000	2007/07/31	8589119		8589119	2099/12/31
S12	CTCP Sông Đà 12	Song Da 12 Jsc	HNX	Industrials	2008/01/16	5000000	2008/01/16	97000	2008/01/16	5000000		5000000	2099/12/31
S27	CTCP Sông Đà 27	Song Da 27 Jsc	HNX	Industrials	2010/09/16	1562833	2010/09/16	19200	2010/09/16	1562833		1562833	2013/05/17
S33	Mía đường 333	The 333 Sugar Jsc	UPC	Consumer Goods	2010/12/29	2300000	2010/12/29	0	2010/12/29	2300000		2300000	2099/12/31
S55	CTCP Sông Đà 505	Song Da 5.05 Jsc	HNX	Industrials	2006/12/22	700000	2006/12/22	26200	2006/12/22	700000		700000	2099/12/31
S64	Cty CP Sông Đà 6.04	Song Da 6.04 Jsc	HNX	Industrials	2006/12/25	700000	2006/12/25	26000	2006/12/25	700000		700000	2099/12/31
S74	CTCP Sông Đà 7.04	Song Da 7.04 Jsc	HNX	Industrials	2009/07/02	4000000	2009/07/02	23000	2009/07/02	4000000		4000000	2099/12/31
S91	CTC Sông Đà 9.01	Song Da 9.01 Jsc	HNX	Industrials	2006/12/20	1500000	2006/12/20	29000	2006/12/20	1500000		1500000	2099/12/31
S96	CTCP Sông Đà 9.06	Song Da No 9.06 Jsc	HNX	Industrials	2008/01/09	2500000	2008/01/09	70000	2008/01/09	2500000		2500000	2099/12/31
S99	CTCP Sông Đà 9.09	Song Da No 9.09 Jsc	HNX	Industrials	2006/12/22	500000	2006/12/22	29400	2006/12/22	500000		500000	2099/12/31
SAF	CTCP Lương thực Thực phẩm SAFOCO	Safoco Foodstuff Jsc	HNX	Consumer Goods	2006/12/28	2706000	2009/06/08	20400	2006/12/28	2706000		2706000	2099/12/31
SAF	CTCP Lương thực Thực phẩm SAFOCO	Safoco Foodstuff Jsc	HSX	Consumer Goods		2706000	2006/12/28	40000				2706000	2009/05/29
SAM	CTCP Đầu tư và Phát triển Sacom	Sacom Development And Investment Corporation 	HSX	Technology	2000/07/18	18000000	2000/07/28	17000	2000/07/28	18000000		18000000	2099/12/31
SAP	CTCP In sách Giáo khoa tại Tp.Hồ Chí Minh	Textbook Printing Jsc In Hochiminh City	HNX	Consumer Services	2006/12/14	900000	2006/12/14	28000	2006/12/14	900000		900000	2099/12/31
SAV	CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex	Savimex Corporation	HSX	Industrials	2002/04/26	4500000	2002/05/09	25000	2002/05/09	4500000		4500000	2099/12/31
SBA	CTCP Sông Ba	Song Ba Jsc	HSX	Utilities	2010/04/28	45000000	2010/06/01	13000	2010/06/01	45000000		45000000	2099/12/31
SBC	CTCP Vận tải và Giao nhận Bia Sài Gòn	Saigon Beer Transportation Jsc	HSX	Industrials	2010/04/29	8000000	2010/06/02	32400	2010/06/02	8000000		8000000	2099/12/31
SBS	CTCP Chứng khoán Ngân hàng Sài Gòn Thương Tín	Sacombank Securities Jsc	HSX	Financials	2010/06/28	110000000	2010/07/05	42000	2010/07/05	110000000		110000000	2013/03/22
SBT	CTCP Bourbon Tây Ninh	Société De Bourbon Tay Ninh	HSX	Consumer Goods	2008/02/25	44824172	2008/02/25	24000	2008/02/25	44824172		44824172	2099/12/31
SC5	CTCP Xây dựng số 5	Construction Jsc No 5	HSX	Industrials	2007/04/10	8600000	2007/10/18	192000	2007/10/18	8600000		8600000	2099/12/31
SCC	CTCP Xi măng Sông Đà	Songda Cement Jsc	HNX	Industrials	2006/12/20	1980000	2006/12/20	27000	2006/12/20	1980000		1980000	2099/12/31
SCD	CTCP Nước giải khát Chương Dương	Chuong Duong Beverages Jsc	HSX	Consumer Goods	2006/11/12	8500000	2006/12/25	60000	2006/12/25	8500000		8500000	2099/12/31
SCJ	CTCP Xi măng Sài Sơn	Sai Son Cement Jsc	HNX	Industrials	2007/09/19	2774200	2007/09/19	82400	2007/09/19	2774200		2774200	2099/12/31
SCL	CTCP Sông Đà Cao Cường	Song Da Cao Cuong Jsc	HNX	Industrials	2010/09/15	9000000	2010/09/15	31500	2010/09/15	9000000		9000000	2099/12/31
SCO	Công nghiệp Thủy Sản	Seaproducts Mechanical Shareholding Company	UPC	Industrials	2010/09/17	4200000	2010/09/17	2500	2010/09/17	4200000		4200000	2099/12/31
SCR	CTCP Địa Ốc Sài Gòn Thương Tín	Sai Gon Thuong Tin Real Estate Jsc	HNX	Financials	2010/11/09	100000000	2010/11/09	26100	2010/11/09	100000000		100000000	2099/12/31
SD1	CTCP Sông Đà 1	Song Da No 1 Jsc	HNX	Industrials	2010/07/23	5000000	2010/07/23	35000	2010/07/23	5000000		5000000	2099/12/31
SD2	CTCP Sông Đà 2	Song Da No 2 Jsc	HNX	Industrials	2007/11/30	3500000	2007/11/30	157000	2007/11/30	3500000		3500000	2099/12/31
SD3	CTCP Sông Đà 3	Song Da No 3 Jsc	HNX	Industrials	2006/12/25	2000000	2006/12/25	25000	2006/12/25	2000000		2000000	2099/12/31
SD4	CTCP Sông Đà 4	Song Da 4 Jsc	HNX	Industrials	2008/06/25	7500000	2008/06/25	14000	2008/06/25	7500000		7500000	2099/12/31
SD5	CTCP Sông Đà 5	Song Da No 5 Jsc	HNX	Industrials	2006/12/27	2200000	2006/12/27	37000	2006/12/27	2200000		2200000	2099/12/31
SD6	CTCP Sông Đà 6	Song Da No 6 Jsc	HNX	Industrials	2006/12/25	2300000	2006/12/25	31000	2006/12/25	2300000		2300000	2099/12/31
SD7	CTCP Sông Đà 7	Song Da No 7 Jsc	HNX	Industrials	2006/12/27	1500000	2006/12/27	27000	2006/12/27	1500000		1500000	2099/12/31
SD8	CTCP Sông Đà 8	Song Da 8 Jsc	HNX	Industrials	2008/11/28	2800000	2008/11/28	17500	2008/11/28	2800000		2800000	2099/12/31
SD9	CTCP Sông Đà 9	Song Da No 9 Jsc	HNX	Industrials	2006/12/20	7000000	2006/12/20	48700	2006/12/20	7000000		7000000	2099/12/31
SDA	CTCP SIMCO Sông Đà	Song Da Simco Jsc	HNX	Industrials	2006/12/21	2000000	2006/12/21	76200	2006/12/21	2000000		2000000	2099/12/31
SDB	CTCP Sông Đà 207	Song Da 207 Jsc	HNX	Industrials	2010/03/10	5500000	2010/03/10	45800	2010/03/10	5500000		5500000	2099/12/31
SDC	CTCP Tư vấn Sông Đà	Song Da Consulting Jsc	HNX	Industrials	2006/12/25	1000000	2006/12/25	50700	2006/12/25	1000000		1000000	2099/12/31
SDD	CTCP Đầu tư và Xây lắp Sông Đà	Song Da Assembly Construction & Investment Jsc	HNX	Industrials	2008/01/23	3650000	2008/01/23	49900	2008/01/23	3650000		3650000	2099/12/31
SDE	CTCP Kỹ thuật điện Sông Đà	Song Da Electrical Engineering Jsc	HNX	Industrials	2010/03/23	1509565	2010/03/23	30000	2010/03/23	1509565		1509565	2099/12/31
SDG	CTCP Sadico Cần Thơ	Can Tho Sadico JCC	HNX	Industrials	2009/12/22	5000000	2009/12/22	25000	2009/12/22	5000000		5000000	2099/12/31
SDH	CTCP Xây dựng Hạ tầng Sông Đà	Song Da Infrastructure Construction Jsc	HNX	Industrials	2009/10/19	5175000	2009/10/19	49900	2009/10/19	5175000		5175000	2099/12/31
SDI	Nhựa Sam Phú	Sai Dong Urban Development And Investment Jsc	UPC	Financials	2011/06/16	50000000	2011/06/16	33000	2011/06/16	50000000		50000000	2099/12/31
SDJ	CTCP Sông Đà 25	Song Da 25 Jsc	HNX	Industrials	2007/12/25	1838400	2007/12/25	89000	2007/12/25	1838400		1838400	2013/05/21
SDK	Cơ khí Luyện Kim	Machanical Engineering & Metallurgy Jsc	UPC	Industrials	2010/10/28	2600000	2010/10/28	0	2010/10/28	2600000		2600000	2099/12/31
SDN	CTCP Sơn Đồng Nai	Dong Nai Paint Corporation	HNX	Industrials	2006/12/18	1140000	2009/06/22	21700	2006/12/25	1140000		1140000	2099/12/31
SDN	CTCP Sơn Đồng Nai	Dong Nai Paint Corporation	HSX	Industrials		1140000	2006/12/25	70000				1140000	2009/06/09
SDP	CTCP Đầu tư và Thương mại Dầu khí Sông Đà	Song Da Trading And Transport Jsc	HNX	Industrials	2009/04/15	5000000	2009/04/15	15000	2009/04/15	5000000		5000000	2099/12/31
SDS	CTCP Xây lắp và Đầu tư Sông Đà	Song Da Construction And Investment Jsc	HNX	Industrials	2008/07/23	1500000	2008/07/23	20200	2008/07/23	1500000		1500000	2099/12/31
SDT	Cty CP Sông Đà 10	Song Da No 10 Jsc	HNX	Industrials	2006/12/14	6000000	2006/12/14	67800	2006/12/14	6000000		6000000	2099/12/31
SDU	CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà	Song Da Urban Investment Construction And Development Jsc	HNX	Industrials	2009/09/28	10000000	2009/09/28	82000	2009/09/28	10000000		10000000	2099/12/31
SDV	CTCP Dịch vụ Sonadezi	Sonadezi Service Jsc	UPC	Industrials	2011/04/22	5000000	2010/04/22	16900	2011/04/22	5000000		5000000	2099/12/31
SDY	CTCP Xi măng Sông Đà Yaly	Song Da Yaly Cement Jsc	HNX	Industrials	2006/12/25	1500000	2006/12/25	35000	2006/12/25	1500000		1500000	2099/12/31
SEB	CTCP Đầu tư và Phát triển Điện miền Trung	Mien Trung Power Investment And Development Jsc	HNX	Utilities	2009/01/14	12500000	2009/01/14	15000	2009/01/14	12500000		12500000	2099/12/31
SEC	CTCP Mía đường Nhiệt điện Gia Lai	Gia Lai Cane Sugar Thermoelectricity Jsc	HSX	Consumer Goods	2009/12/23	12613472	2010/01/06	21600	2010/01/06	12613472		12613472	2099/12/31
SED	CTCP Đầu tư và Phát triển Giáo dục Phương Nam	Phuong Nam Education Investment And Development Jsc	HNX	Consumer Services	2009/08/19	8000000	2009/08/19	19400	2009/08/19	8000000		8000000	2099/12/31
SEL	CTCP Sông Đà 11 – Thăng Long	Song Da 11 – Thang Long Jsc	HNX	Industrials	2010/09/16	4850000	2010/09/16	19800	2010/09/16	4850000		4850000	2013/09/30
SFC	CTCP Nhiên liệu Sài Gòn	Sai Gon Fuel Company	HSX	Utilities	2004/06/16	1700000	2004/09/21	22800	2004/09/21	1700000		1700000	2099/12/31
SFI	CTCP Đại lý Vận tải Safi	Sea & Air Freight International	HSX	Industrials	2006/12/08	1138500	2006/12/29	110000	2006/12/29	1138500		1138500	2099/12/31
SFN	CTCP Dệt lưới Sài Gòn	Saigon Fishing Net Jsc	HNX	Industrials	2006/12/28	3000000	2009/06/12	15700	2006/12/28	3000000		3000000	2099/12/31
SFN	CTCP Dệt lưới Sài Gòn	Saigon Fishing Net Jsc	HSX	Industrials		3000000	2006/12/28	101000				3000000	2009/06/04
SGC	CTCP Xuất nhập Khẩu Sa Giang	Sa Giang Import Export Corporation	HNX	Consumer Goods	2006/09/05	4088700	2009/06/18	17900	2006/09/05	4088700		4088700	2099/12/31
SGC	CTCP Xuất nhập Khẩu Sa Giang	Sa Giang Import Export Corporation	HSX	Consumer Goods		4088700	2006/09/05	55000				4088700	2009/06/09
SGD	CTCP Sách giáo Dục tại Tp.HCM	Educational Book Jsc In Ho Chi Minh City	HNX	Consumer Services	2006/12/28	1000000	2006/12/28	50000	2006/12/28	1000000		1000000	2099/12/31
SGH	CTCP Khách sạn Sài Gòn	Saigon Hotel Corporation	HNX	Consumer Services	2001/07/12	1766300	2009/07/30	66500	2001/07/16	1766300		1766300	2099/12/31
SGH	CTCP Khách sạn Sài Gòn	Saigon Hotel Corporation	HSX	Consumer Services		1766300	2001/07/16	25200				1766300	2009/07/20
SGS	Vận tải biển Sài Gòn	Saigon Shipping Jsc	UPC	Industrials	2010/12/22	14420000	2010/12/22	0	2010/12/22	14420000		14420000	2099/12/31
SGT	CTCP Công nghệ Viễn thông Sài Gòn	Sai Gon Telecommunication & Technologies Corporation	HSX	Technology	2008/01/10	45000000	2008/01/18	108000	2008/01/18	45000000		45000000	2099/12/31
SHA	Công ty Cổ phần Sơn Hà Sài Gòn	Sonha Saigon Joint Stock Company	HNX	Basic Materials	2013/01/21	8000000	2013/01/21	13900				8000000	2099/12/31
SHB	Ngân hàng TMCP Sài Gòn - Hà Nội	Sai Gon - Hanoi Commercial Joint Stock Bank	HNX	Banks	2009/04/20	50000000	2009/04/20	15200	2009/04/20	50000000		50000000	2099/12/31
SHC	CTCP Hàng hải Sài Gòn	Sai Gon Maritime JscLtd	HNX	Industrials	2006/08/05	1400000	2009/06/15	19000	2006/08/15	1400000		1400000	2013/05/21
SHC	CTCP Hàng hải Sài Gòn	Sai Gon Maritime JscLtd	HSX	Industrials		1400000	2006/08/15	30000				1400000	2009/06/03
SHI	CTCP Quốc tế Sơn Hà	Son Ha International Corporation	HSX	Basic Materials	2009/12/23	15000000	2009/12/30	27600	2009/12/30	15000000		15000000	2099/12/31
SHN	CTCP Đầu tư Tổng hợp Hà Nội	Hanoi Investment General Corporation	HNX	Industrials	2009/12/16	8702000	2009/12/16	15500	2009/12/16	8702000		8702000	2099/12/31
SHP	Thủy điện Miền Nam	Southern Hydropower Jsc	UPC	Utilities	2010/09/10	77011344	2010/09/10	0	2010/09/10	77011344		77011344	2099/12/31
SHS	CTCP Chứng khoán Sài Gòn Hà Nội	Saigon - Hanoi Securitities Jsc	HNX	Financials	2009/06/25	41062996	2009/06/25	40200	2009/06/25	41062996		41062996	2099/12/31
SHV	Công ty Cổ phần Hải Việt	Hai Viet Corporation	UPC	Consumer Goods	2010/08/27	6263720	2010/08/27	32000	2010/08/27	6263720		6263720	2099/12/31
SIC	CTCP Đầu tư - Phát triển Sông Đà	Song Da Investment - Development Jsc	HNX	Industrials	2006/12/27	2200000	2006/12/27	34500	2006/12/27	2200000		2200000	2099/12/31
SII	CTCP Đầu tư Hạ tầng Bất động sản Sài Gòn	Saigon Infastruction Real Estate Investement Jsc	HSX	Financials	2012/08/22	40000000	2012/09/12	10000	2012/09/12	40000000		40000000	2099/12/31
SJ1	CTCP Thủy sản Số 1	Seafood Jsc No 1	HNX	Consumer Goods	2006/12/29	2000000	2009/06/08	19000	2006/12/29	2000000		2000000	2099/12/31
SJ1	CTCP Thủy sản Số 1	Seafood Jsc No 1	HSX	Consumer Goods		2000000	2006/12/29	34000				2000000	2009/05/29
SJC	CTCP Sông Đà 1.01	Song Da 1.01 Jsc	HNX	Industrials	2007/11/21	2110000	2007/11/21	85000	2007/11/21	2110000		2110000	2099/12/31
SJD	CTCP Thủy điện Cần Đơn	Can Don Hydro Power Jsc	HSX	Utilities	2006/12/11	20000000	2006/12/25	35000	2006/12/25	20000000		20000000	2099/12/31
SJE	CTCP Sông Đà 11	Song Da No 11 Jsc	HNX	Industrials	2006/12/14	2000000	2006/12/14	38800	2006/12/14	2000000		2000000	2099/12/31
SJM	CTCP Sông Đà 19	Song Da No19 Jsc	HNX	Industrials	2008/01/10	1500000	2008/01/10	70000	2008/01/10	1500000		1500000	2099/12/31
SJS	CTCP Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà	Song Da Urban & Industrial Zone Investment And Development Jsc	HSX	Financials	2006/05/11	5000000	2006/07/06	100000	2006/07/06	5000000		5000000	2099/12/31
SKS	CTCP Công trình Giao thông Sông Đà	Song Da Transportation Construction Jsc	HNX	Industrials	2009/04/17	1900000	2009/04/17	16100	2009/04/17	1900000		1900000	2099/12/31
SLS	CTCP Mía đường Sơn La	Son La Sugar Joint Stock Company	HNX	Consumer Goods	2012/10/16	6800000	2012/10/16	26900	2012/10/16	6800000		6800000	2099/12/31
SMA	CTCP Thiết bị Phụ tùng Sài Gòn	Sài Gòn Machinery Spare Parts Jsc	HSX	Industrials	2010/09/23	8060000	2010/10/19	15000	2010/10/19	8060000		8060000	2099/12/31
SMB	Bia Sài Gòn - Miền Trung	Sai Gon - Mien Trung Beer Jsc	UPC	Consumer Goods	2010/09/08	29846648	2010/09/08	15000	2010/09/08	29846648		29846648	2099/12/31
SMC	CTCP Đầu tư Thương mại SMC	Smc Investment Trading Jsc	HSX	Basic Materials	2006/09/29	6000000	2006/10/30	32000	2006/10/30	6000000		6000000	2099/12/31
SME	CTCP Chứng khoán SME	Sme Securities Corporation	HNX	Financials	2010/04/07	15000000	2010/04/07	19600	2009/06/24	15000000		15000000	2099/12/31
SME	CTCP Chứng khoán SME	Sme Securities Corporation	UPC	Financials	2009/06/24	15000000	2009/06/24	19300				15000000	2010/03/29
SMT	CTCP Vật liệu Điện và Viễn thông Sam Cường	Sam Cuong Material Electric And Telecom Corporation	HNX	Technology	2010/07/30	2500000	2010/07/30	19000	2010/07/30	2500000		2500000	2099/12/31
SNG	CTCP Sông Đà 10.1	Song Da No 10.1 Jsc	HNX	Industrials	2006/12/25	1900000	2006/12/25	45000	2006/12/25	1900000		1900000	2099/12/31
SPC	BV Thực vật Sài Gòn	Sai Gon Plant Protection Jsc	UPC	Basic Materials	2010/09/09	8100000	2010/09/09	33000	2010/09/09	8100000		8100000	2099/12/31
SPD	Thủy sản Miền Trung	Da Nang Seaproduct Import - Export Corporation	UPC	Consumer Goods	2010/04/22	7560000	2010/04/22	15000	2010/04/22	7560000		7560000	2099/12/31
SPI	Công Ty Cổ Phần Đá Spilít	Spilit Stone Joint Stock Company	HNX	Basic Materials	2012/09/26	2500000	2012/09/26	11600	2012/09/26	2500000		2500000	2099/12/31
SPM	CTCP SPM	S.P.M Corporation	HSX	Health Care	2010/05/07	14000000	2010/05/21	74000	2010/05/21	14000000		14000000	2099/12/31
SPP	CTCP Bao bì Nhựa Sài Gòn	Saigon Plastic Packaging Jsc	HNX	Industrials	2008/09/25	3500000	2008/09/25	80000	2008/09/25	3500000		3500000	2099/12/31
SQC	CTCP Khoáng sản Sài Gòn - Quy Nhơn	Sai Gon – Quy Nhon Mining Corporation	HNX	Basic Materials	2009/12/17	100000000	2009/12/17	81000	2009/12/17	100000000		100000000	2099/12/31
SRA	CTCP SARA Việt Nam	Sara Vietnam Jsc	HNX	Technology	2008/01/18	1000000	2008/01/18	52000	2008/01/18	1000000		1000000	2099/12/31
SRB	CTCP Tập đoàn SARA	Sara Jsc	HNX	Technology	2008/03/17	5650000	2008/03/17	15000	2008/03/17	5650000		5650000	2099/12/31
SRC	CTCP Cao Su Sao Vàng	Sao Vang Rubber Jsc	HSX	Consumer Goods	2009/09/23	10800000	2009/10/07	50000	2009/10/07	10800000		10800000	2099/12/31
SRF	CTCP Kỹ Nghệ Lạnh	Seaprodex Refrigeration Industry Corporation	HSX	Industrials	2009/10/05	8020066	2009/10/21	42000	2009/10/21	8020066		8020066	2099/12/31
SSC	CTCP Giống Cây trồng Miền Nam	Southern Seed Corporation	HSX	Consumer Goods	2004/12/29	6000000	2005/03/01	30800	2005/03/01	6000000		6000000	2099/12/31
SSF	Giày Sài Gòn	Saigon Shoes Jsc	UPC	Consumer Goods	2010/04/20	1600000	2010/04/20	0	2010/04/21	0		1600000	2099/12/31
SSG	CTCP Vận tải biển Hải Âu	Seagull Shipping Company	HNX	Industrials	2010/12/28	5000000	2011/01/05	15000	2011/01/05	5000000		5000000	2099/12/31
SSI	CTCP Chứng khoán Sài Gòn	Sai Gon Securities Incorporation	HSX	Financials	2006/12/15	79999917	2007/10/29	285000	2006/12/15	50000000		79999917	2099/12/31
SSI	CTCP Chứng khoán Sài Gòn	Sai Gon Securities Incorporation	HNX	Financials		50000000	2006/12/15	165900				50000000	2007/10/12
SSM	CTCP Chế tạo Kết cấu Thép VNECO.SSM	Steel Structure Manufacture Jsc	HNX	Basic Materials	2008/11/17	2751664	2008/11/17	13500	2008/11/17	2751664		2751664	2099/12/31
SSN	CTCP Xuất nhập khẩu Thủy sản Sài Gòn	Saigon Sea Products Import Export Joint Stock Corporation	UPC	Consumer Goods	2013/10/15	9600000	2013/10/15						2099/12/31
SSS	CTCP Sông Đà 6.06	Song Da 6.06 Jsc	HNX	Industrials	2007/08/28	2500000	2007/08/28	49500	2007/08/28	2500000		2500000	2099/12/31
ST8	CTCP Siêu Thanh	Sieu Thanh JCC	HSX	Technology	2007/12/10	8200000	2007/12/18	89000	2007/12/18	8200000		8200000	2099/12/31
STB	Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín	Sai Gon Thuong Tin Commercial Joint Stock Bank	HSX	Banks	2006/06/02	189947299	2006/07/12	78000	2006/07/12	189947299		189947299	2099/12/31
STC	CTCP Sách và Thiết bị Trường học TpHồ Chí Minh	Book And Educational Equipment Jsc In Ho Chi Minh City	HNX	Consumer Services	2006/12/27	2880000	2006/12/27	88900	2006/12/27	2880000		2880000	2099/12/31
STG	CTCP Kho Vận Miền Nam	South Logistics Jsc	HSX	Industrials	2010/02/04	8351857	2010/03/02	24000	2010/03/02	8351857		8351857	2099/12/31
STL	CTCP Sông Đà - Thăng Long	Song Da - Thang Long Jsc	HNX	Financials	2008/09/23	10000000	2008/09/23	31000	2008/09/23	10000000		10000000	2013/07/26
